name,latitude,longitude
Leo's Hot Dogs,37.76008693198698,-122.41880648110114
Brazuca Grill,37.75692365373408,-122.39354961053631
Flavors of Africa,37.788530010632506,-122.39514429387364
"Chairman SF, LLC",0,0
F & C Catering,0,0
Brazuca Grill,37.755030726766726,-122.38453073422282
Zuri Food Facilities,37.792346385148,-122.40238532279395
Flavors of Africa,37.78844615690132,-122.3986412420388
"Halal Cart, LLC",37.79094704192342,-122.39863358940373
F & C Catering,0,0
F & C Catering,37.75338080997486,-122.38636768585714
Zuri Food Facilities,0,0
Brazuca Grill,37.74944293760035,-122.38798553250403
Brazuca Grill,37.7758255197583,-122.41724962664345
Bonito Poke,37.76624504710292,-122.38735628651092
"San Francisco Street Foods, Inc.",37.794331003246846,-122.39581105302317
"Halal Cart, LLC",37.793871507150634,-122.39486523862108
Curry Up Now,37.79694900602121,-122.40218343189426
Brazuca Grill,37.78186711757412,-122.42988524760261
F & C Catering,37.755534471603866,-122.39392527753924
Brazuca Grill,37.7813800275549,-122.42314384550635
Faith Sandwich,37.79210933860902,-122.39580386550163
Brazuca Grill,37.75207458620838,-122.39014490082212
Curry Up Now,37.79083841945172,-122.40116037029892
Bonito Poke,37.78798864899528,-122.39610066847152
Eva's Catering,37.77609875315735,-122.40028723986815
Brazuca Grill,37.7235768564887,-122.39005910139933
Roadside Rotisserie Corporation / Country Grill,37.79092150726921,-122.4001004237385
Street Meet,37.76381127729062,-122.3912653505994
Tacos El Flaco,37.75240499247832,-122.38700019629786
Wu Wei LLC dba MoBowl,37.79691371248354,-122.39665067526364
"San Francisco Street Foods, Inc.",37.783513351245354,-122.40081339110537
Plaza Garibaldy,37.78924953407508,-122.40241859729358
Plaza Garibaldy,37.78795495968584,-122.39723654373122
"Off the Grid Services, LLC",37.78236012101754,-122.40209599456323
Brazuca Grill,37.723078757516,-122.38752570401662
Brazuca Grill,37.78072409776966,-122.40123539265836
Natan's Catering,37.748445338837655,-122.38687903197963
Natan's Catering,0,0
Natan's Catering,37.74540642941645,-122.39008122484672
San Francisco's Hometown Creamery,37.787136491086116,-122.4077185090006
Natan's Catering,37.769124412168054,-122.39147491124585
Natan's Catering,37.758303395642486,-122.39351405481675
Natan's Catering,37.7682493867935,-122.39843065021364
Natan's Catering,37.742820234675946,-122.38284735551785
San Francisco's Hometown Creamery,37.78924953407508,-122.40241859729358
Natan's Catering,37.748848056566345,-122.41261899465519
Natan's Catering,37.76743301733124,-122.39214911417167
Natan's Catering,37.76854328902419,-122.40849289243862
Natan's Catering,37.76537066931712,-122.40390784821223
Natan's Catering,37.76799554568555,-122.38754942654721
Natan's Catering,37.73314239514255,-122.41456863241858
Natan's Catering,37.73811777159187,-122.40441846721173
Natan's Catering,37.75076076946013,-122.40154029135653
Natan's Catering,37.764741322674965,-122.38712481217911
Natan's Catering,37.730003683189196,-122.4781863254146
Natan's Catering,0,0
Natan's Catering,37.778388615786554,-122.40319178322909
Paradise Catering,37.77865151450764,-122.41122956752473
Tacos Santo Toribio,37.74162368623527,-122.4015472063967
Star Taco,37.7873042488646,-122.39803725191237
Quan Catering,37.7519716288769,-122.38796548380076
tacos y pupusas los trinos,37.727566537591706,-122.4329697019889
Paradise Catering,37.77309677131092,-122.41274507720499
Scotch Bonnet,37.79142654133214,-122.40103785668795
May Catering,37.76502716388221,-122.41550777249016
Shah's Halal Food,37.79054831818324,-122.40033367367877
Kettle Corn Star,37.78539563944047,-122.40439104283043
Quan Catering,37.72878795772644,-122.39229482070176
May Catering,37.760099665489314,-122.41237599732214
Liang Bai Ping,37.72614569247294,-122.38822774090347
May Catering,37.761571848719704,-122.40944471895757
May Catering,37.76558646814734,-122.39319710116628
Ziaurehman Amini,37.794331003246846,-122.39581105302317
SF Street Food,37.78991386713444,-122.40523289252366
May Catering,0,0
Mike's Catering,37.77215224324445,-122.38774298411559
"Off the Grid Services, LLC",37.79092150726921,-122.4001004237385
"Bay Area Dots, LLC",37.80774328844553,-122.42414994486982
May Catering,37.753717416902134,-122.38835902104361
Paradise Catering,37.77110993943721,-122.3891900403279
Paradise Catering,37.77494453482052,-122.41443674475164
May Catering,0,0
Liang Bai Ping,37.72659047951941,-122.3817522114059
Golden Gate Halal Food,0,0
Mike's Catering,37.75084960681246,-122.3900276155014
Tacos Rodriguez,37.790485146128,-122.40094044068951
Golden Catering,37.73500529912839,-122.41541740974476
May Catering,37.7478431533724,-122.39457521495656
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",37.78862121908618,-122.40806890640651
Mike's Catering,37.78107467807542,-122.39170566116685
"BOWL'D ACAI, LLC.",37.80457786909011,-122.43301077434302
Tacos El Ojo De Agua,37.780647210048365,-122.39462918166163
Tacos Santana,37.7424951959228,-122.39161759509756
Quan Catering,37.74383117213268,-122.37779736896212
Liang Bai Ping,37.725945558046504,-122.38228115325305
Mini Mobile Food Catering,37.77200865646878,-122.3990838454733
Paradise Catering,37.775725484934796,-122.41265612258891
Quan Catering,37.77444911077535,-122.40208723606301
Paradise Catering,37.77917621076684,-122.40722175847242
May Catering,37.744039098601675,-122.4250941863309
Paradise Catering,37.77765783621035,-122.42065233083324
May Catering,37.75447643410747,-122.4128553632844
May Catering,37.79088546350185,-122.39668587581058
Kid Abelha - Brazilian Hamburgers,0,0
Fruteria Serrano,37.723661279505265,-122.43594382523997
Reecees Soulicious,37.735004228951425,-122.39017246969969
May Catering,37.769087126767054,-122.41152766713242
Taqueria Lolita,37.744889286143,-122.39097197693538
Julie's Hot Dogs,37.75887999201479,-122.41937920298372
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",0,0
"Off the Grid Services, LLC",0,0
Paradise Catering,37.776222759514205,-122.41390733044082
Liang Bai Ping,37.725181700728754,-122.38819268844395
MOMO INNOVATION LLC,37.792870749741496,-122.4007474940767
Liang Bai Ping,37.773287940470354,-122.44003231663504
Quan Catering,37.78631979828399,-122.39823507424884
Paradise Catering,37.77838535864771,-122.41138253949967
Mini Mobile Food Catering,37.772363914767254,-122.39704097036318
Paradise Catering,37.77905544246837,-122.42093519603611
Mike's Catering,37.76964003221769,-122.38623665419902
The Chai Cart,37.78788969990609,-122.40053532677749
Cochinita,37.76549698761915,-122.46459761957114
Swell Cream & Coffee,37.7412902847707,-122.49437792043544
Quan Catering,37.75023688477907,-122.39781803171861
Lerso,37.77522830783405,-122.41746613186956
Liang Bai Ping,37.72647071624597,-122.38154121915817
Mike's Catering,37.748801377714486,-122.40055245878467
Corazon Maya,37.76317461963382,-122.41900951477052
Paradise Catering,37.77974457293879,-122.40964834306061
May Catering,37.76543386848265,-122.40019820529378
May Catering,37.7598258374358,-122.40920291508344
May Catering,37.76291431161152,-122.40895116153803
Munch India,0,0
Liang Bai Ping,37.727234007495866,-122.38181551187014
Halal Cart of San Francisco,37.79314862698347,-122.4025671755779
Paradise Catering,37.78591568786929,-122.4173022846849
Mini Mobile Food Catering,37.78732241931987,-122.39222370638346
Cochinita,37.783171104343396,-122.39290104947858
Liang Bai Ping,37.72672797825706,-122.38865842883155
Breakfast Embed,37.7877332717998,-122.39566345752182
Liang Bai Ping,37.72387884083248,-122.3870108787852
Mini Mobile Food Catering,37.77013758050153,-122.41598340280362
Quan Catering,37.74449821321117,-122.39695540584154
Pipo's Grill,37.76785244271805,-122.41610489253189
Quan Catering,37.78690491945698,-122.39092026296217
Golden Gate Halal Food,37.78228077241861,-122.40953118731998
May Catering,37.74344004200515,-122.39993256957725
Mini Mobile Food Catering,37.77146721590103,-122.41287229420975
Paradise Catering,37.77738314510624,-122.40545816650115
Athena SF Gyro,37.77425926306004,-122.41948598839828
May Catering,37.74563668388077,-122.45423318865744
Izzy's Cheesesteaks,37.79344652781607,-122.40034367559197
La Jefa,37.79034624734142,-122.4018501909886
"Casey's Pizza, LLC",37.78718284771541,-122.40123480885063
Liang Bai Ping,37.726725793811774,-122.38924985802704
Liang Bai Ping,37.726125239645036,-122.38319932723887
May Catering,37.74876215147923,-122.41432682875484
Giant Burrito,37.712302604744416,-122.43164419037294
Giant Burrito,37.74171783074393,-122.40541797744821
Tacos Santana,37.73022168130492,-122.40297852668597
Paradise Catering,37.78021593850252,-122.40905748550091
May Catering,37.74953311452312,-122.413116536729
Cochinita,37.779051111573146,-122.39830388133372
Paradise Catering,37.77200984067113,-122.41246279621444
Quan Catering,37.74925585952909,-122.39097537957679
May Catering,37.749916469391025,-122.40113011221212
Scotch Bonnet,37.78948669612784,-122.40246743800449
May Catering,37.7461044517152,-122.40036183496544
Halal Food,37.79405318373291,-122.39734769332577
Golden Catering,37.71163228119493,-122.39001633363635
Mike's Catering,37.79757898806039,-122.41143988608852
"Casey's Pizza, LLC",37.792150548481686,-122.39399997405945
"Casey's Pizza, LLC",37.77604870809225,-122.42393921117214
Liang Bai Ping,37.72325986632415,-122.39117288596881
"Casey's Pizza, LLC",37.792609401119016,-122.40131490545147
Liang Bai Ping,37.7270146636245,-122.38749735902202
Mini Mobile Food Catering,0,0
May Catering,37.71083793114095,-122.39354336301274
Liang Bai Ping,37.72578913981244,-122.37897271962358
May Catering,37.77439801094025,-122.41565865581119
Liang Bai Ping,37.72531943367549,-122.3813892094274
Athena SF Gyro,37.771021999243686,-122.4035462541838
Halal Cart of San Francisco,37.791757205944414,-122.39889763689186
Golden Catering,0,0
Chilifruit,0,0
Quan Catering,0,0
Kettle Corn Star,37.783946907974226,-122.40715834498367
"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",37.787755298967475,-122.40878221396503
Quan Catering,37.76779784361899,-122.4120963188614
Tacos Santana,37.744518582664874,-122.39894084662791
Liang Bai Ping,37.72549804795053,-122.38836915044175
May Catering,37.76281495322895,-122.41321151367339
Mini Mobile Food Catering,37.748950363427056,-122.40149318970822
Liang Bai Ping,37.78814528329282,-122.39118192026297
May Catering,37.74758627625646,-122.39886570079622
Alfaro Truck,37.767855269354264,-122.42248440416165
Liang Bai Ping,37.78969136758703,-122.39659563708379
"Expresso Subito, LLC.",37.793673381504675,-122.39846350948633
May Catering,37.763690871096,-122.3904573860159
